ETL,ETL-2,Perovskite,Perovskite_deposition_procedure,Perovskite_deposition_method,Antisolvent,Precursor_solution,HTL,HTL_additive,Year,PCEbest,Cs,MA,FA,Rb,Pb,Sn,I,Br,Cl,Feature-1,Feature-2,Feature-3,Feature-4,Feature-5,Feature-6,Feature-7,Feature-8,Feature-9,Feature-10,Feature-11,Feature-12,Feature-13,Feature-14,Feature-15,Feature-16,Feature-17,Feature-18,Feature-19,Feature-20,Feature-21,Feature-22,Feature-23,Feature-24,Feature-25,Feature-26,Feature-27,Feature-28,Feature-29,Feature-30,Feature-31,Feature-32,Feature-33,Feature-34,Feature-35,Feature-36,Feature-37,Feature-38,Feature-39,Feature-40,Feature-41,Feature-42,Feature-43,Feature-44,Feature-45,Feature-46,Feature-47,Feature-48,Feature-49,Feature-50,Feature-51,Feature-52,Feature-53,Feature-54,Feature-55,Feature-56,Feature-57,Feature-58,Feature-59,Feature-60,Feature-61,Feature-62,Feature-63,Feature-64,Feature-65,Feature-66,Feature-67,Feature-68,Feature-69,Feature-70,Feature-71,Feature-72,Feature-73,Feature-74,Feature-75,Feature-76,Feature-77,Feature-78,Feature-79,Feature-80,Feature-81,Feature-82,Feature-83,Feature-84,Feature-85,Feature-86,Feature-87,Feature-88,Feature-89,Feature-90,Feature-91,Feature-92,Feature-93,Feature-94,Feature-95,Feature-96,Feature-97,Feature-98,Feature-99,Feature-100,Feature-101,Feature-102,Feature-103,Feature-104,Feature-105,Feature-106,Feature-107,Feature-108,Feature-109,Feature-110,Feature-111,Feature-112,Feature-113,Feature-114,Feature-115,Feature-116,Feature-117,Feature-118,Feature-119,Feature-120,Feature-121,Feature-122,Feature-123,Feature-124,Feature-125,Feature-126,Feature-127,Feature-128,Feature-129,Feature-130,Feature-131,Feature-132,Feature-133,Feature-134,Feature-135,Feature-136,Feature-137,Feature-138,Feature-139,Feature-140,Feature-141,Feature-142,Feature-143,Feature-144,Feature-145,Feature-146,Feature-147,Feature-148,Feature-149,Feature-150,Feature-151,Feature-152,Feature-153,Feature-154,Feature-155,Feature-156,Feature-157,Feature-158,Feature-159,Feature-160,Feature-161,Feature-162,Feature-163,Feature-164,Feature-165,Feature-166,Feature-167,Feature-168,Feature-169,Feature-170,Feature-171,Feature-172,Feature-173,Feature-174,Feature-175,Feature-176,Feature-177,Feature-178,Feature-179,Feature-180,Feature-181,Feature-182,Feature-183,Feature-184,Feature-185,Feature-186,Feature-187,Feature-188,Feature-189,Feature-190,Feature-191,Feature-192,Feature-193,Feature-194,Feature-195,Feature-196,Feature-197,Feature-198,Feature-199,Feature-200,bandgap
BCP,C60,Rb0.05Cs0.1FA0.85PbI2.7Br0.3,one-step,spin2-3,chlorobenzene,DMF+DMSO,PTAA,0,2021,18.02,0.1,0,0.85,0.05,1,0,0.9,0.1,0,12.091,-1.049,-21.194,-21.013,9.506,-26.743,-11.812,13.821,-16.464,-11.183,0.463,-24.343,-26.955,-9.935,-27.961,-21.461,5.726,14.741,3.671,28.556,17.573,24.631,-21.944,-4.706,-9.837,20.685,6.531,12.779,-25.715,29.729,-7.306,-10.747,-21.423,-28.606,11.771,9.171,28.206,15.776,21.145,-16.198,10.649,-19.995,9.932,-8.128,-6.88,-3.178,-9.83,-0.791,29.753,20.417,18.333,-26.157,14.007,-20.99,-20.034,-26.737,13.291,13.205,12.25,11.773,-26.77,-19.707,-13.031,-21.567,-9.674,3.883,13.042,13.552,12.177,28.635,-25.527,-21.394,23.149,-5.639,0.353,15.987,9.017,-26.534,-29.398,-15.865,-7.032,8.901,-23.731,7.725,-15.162,-6.659,28.624,0.353,4.051,-0.363,17.918,-29.121,-28.628,-13.687,-3.079,0.7,-6.555,-20.316,-1.291,26.672,6.119,4.296,-22.414,-7.476,-7.593,20.477,18.742,14.108,0.895,-28.772,5.954,17.726,0.914,-19.051,25.841,-23.097,25.561,2.193,-12.897,9.717,5.25,3.32,1.493,-28.381,-0.602,28.543,5.757,-11.981,12.869,-12.795,5.897,3.115,20.698,-12.932,17.051,27.804,7.269,-22.04,-16.765,-2.577,8.395,-1.599,-7.236,15.041,-28.19,19.297,3.833,-20.912,-1.948,-17.898,16.068,1.671,-8.194,0.711,-14.103,11.436,-22.383,-22.161,-27.201,12.171,-12.318,13.447,-15.474,-4.297,2.837,7.835,-10.892,-1.332,17.914,1.564,-17.906,-28.609,-2.041,12.941,-17.03,-17.662,14.582,18.27,-3.578,17.158,-29.647,-27.93,-18.242,28.582,-1.456,18.625,-22.138,24.243,-13.127,11.294,1.989,-12.329,-21.418,9.723,-6.003,19.217,13.282,-18.755,28.7,-16.219,10.04
TiO2,0,MAPbI3,one-step,spin,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2021,18.04,0,1,0,0,1,0,1,0,0,-15.48,22.622,-25.776,-23.191,29.767,-25.763,5.6,-24.355,-1.784,13.943,-5.078,-26.227,14.393,25.197,18.944,20.332,14.82,-29.33,23.989,26.465,24.237,-21.495,21.548,24.66,1.937,-19.888,23.579,18.736,-25.974,19.671,-7.133,13.807,-7.447,19.367,-1.239,7.737,-1.665,-21.911,8.622,-6.513,17.013,-5.838,13.915,-11.549,7.834,-28.486,-18.983,28.853,-24.449,24.1,-15.457,-9.516,-11.495,15.778,-9.737,19.099,-25.814,10.496,-19.703,11.461,6.89,-15.214,-2.373,-28.332,-16.683,7.944,20.538,-8.28,-22.596,27.966,-3.473,24.971,-1.809,26.874,-1.031,19.673,2.86,27.368,6.543,-2.023,-17.283,-14.227,-14.705,-20.379,-25.753,8.12,-13.851,-3.794,21.887,-27.603,10.131,13.523,25.323,15.884,-29.469,13.317,10.666,8.383,-21.243,0.965,-28.379,-15.958,-26.841,28.066,27.942,-14.231,-24.943,-15.513,12.776,18.603,-16.374,6.917,-6.488,-19.036,12.349,10.322,23.67,8.139,-4.797,-17.005,-0.225,-13.512,-4.262,-24.68,7.397,0.664,18.538,4.589,-1.676,-12.595,27.348,24.73,27.605,-13.994,10.73,16.719,-21.735,-15.714,7.743,-10.089,14.661,-16.996,-13.262,3.305,0.3,-13.633,-13.448,11.735,29.323,-28.676,-29.187,22.43,22.799,19.49,-28.844,-5.625,-16.056,-3.783,-25.947,19.175,15.258,10.955,25.163,-13.782,-5.92,-14.603,-7.702,10.741,-4.819,17.523,2.121,-18.541,-1.078,17.165,-21.95,10.789,19.277,26.895,-4.857,3.71,-17.992,-16.036,-20.781,-10.056,-5.074,18.808,-27.417,-20.591,15.674,29.645,14.7,-1.298,-6.493,-23.683,25.36,24.763,29.263,23.732,28.335,13.312,7.4
TiO2,SnO2,(FAPbI3)0.95(MAPbBr3)0.05,one-step,spin2-3,diethylether,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2021,18.1,0,0.05,0.95,0,1,0,0.95,0.05,0,-17.997,3.165,-16.69,21.515,-22.655,12.434,-25.707,-24.176,-18.944,29.829,12.409,-8.072,3.207,-23.833,-9.403,-21.131,16.852,-12.497,29.423,15.352,24.54,17.609,-22.136,-27.234,27.451,24.096,25.99,24.457,5.883,28.177,-7.103,-16.986,21.374,-5.1,-21.12,-6.094,-27.892,21.958,-19.99,28.674,-1.137,20.542,19.887,-17.512,27.389,5.924,9.692,-28,22.564,13.44,-23.908,-20.318,17.999,19.599,28.827,-28.257,14.796,-17.892,12.474,0.517,11.93,3.53,-27.86,6.523,-6.791,-0.244,-29.963,-4.835,20.829,21.601,12.515,-4.379,-25.657,-3.33,-21.859,9.62,-25.875,-27.319,3.776,-9.837,-0.897,4.703,-1.769,17.134,10.664,-20.633,-12.224,-20.069,-18.814,-27.041,-3.624,20.158,-8.523,-7.403,-22.404,-23.032,-17.555,17.534,-1.347,-18.414,-19.777,13.322,-17.771,28.052,-23.349,13.691,27.276,28.31,-0.622,-14.214,23.847,4.51,-4.66,-18.583,22.877,-0.764,-8.003,18.724,-4.356,-17.847,-5.359,-3.336,-10.05,-6.613,-20.182,-7.239,18.175,10.793,8.824,-23.318,-6.157,0.384,22.546,-23.036,26.139,22.127,10.418,12.062,7.372,-7.56,-13.435,-20.811,24.222,14.356,7.431,18.029,-23.402,-25.716,23.923,-14.533,29.757,1.856,-15.236,12.926,-9.756,-24.279,-9.017,-5.778,13.111,-17.52,-11.563,-9.284,-22.906,-10.96,-15.782,1.765,29.144,-5.066,-22.043,12.931,12.985,-14.137,-1.869,-18.814,-13.104,5.263,-24.844,-9.092,-0.272,17.178,-13.65,-12.985,22.775,-0.342,8.016,-0.842,-13.029,18.207,-0.514,24.958,-17.805,-23.306,-29.043,29.478,-7.658,-22.187,7.089,5.687,18.403,-7.586,13.5
BCP,PCBM,FA0.7MA0.3Pb0.5Sn0.5I3,one-step,spin,toluene,DMF+DMSO,PEDOT:PSS,0,2021,18.11,0,0.3,0.7,0,0.5,0.5,1,0,0,14.231,13.121,11.316,17.493,-4.757,-21.35,25.508,20.145,-20.227,19.873,-26.72,13.041,-23.084,13.652,-6.671,-26.709,5.818,-23.517,-6.526,3.525,-21.266,-14.999,11.085,-28.804,-5.727,16.707,-12.17,-20.816,27.203,22.898,-7.047,-11.074,22.533,27.178,22.51,19.48,7.133,8.806,-11.721,-5.091,-18.313,9.539,-2.368,-3.987,3.821,1.066,-13.116,-26.16,-23.164,29.882,6.182,22.571,16.129,4.918,-7.105,-4.215,-25.181,-15.677,-18.026,28.486,-14.053,-22.51,15.667,20.955,26.251,3.254,15.072,-2.957,-5.977,-13.419,-10.49,15.065,-23.023,-24.083,-28.569,-29.156,-5.498,14.536,-29.069,15.065,29.049,10.549,-20.723,-20.125,-1.047,-2.054,-21.145,-28.413,-10.358,25.282,-1.874,-8.73,-21.537,16.244,-5.977,1.605,-15.513,-8.946,29.488,-19.677,10.3,0.82,16.76,9.693,11.395,-15.633,26.949,2.57,14.501,7.21,-22.767,-3.207,1.67,-18.445,17.19,19.695,23.169,11.203,29.85,5.879,28.12,-3.09,-28.514,6.099,28.658,-15.539,-24.589,28.904,-8.187,20.676,11.29,-23.986,-27.792,21.38,29.507,-6.56,16.796,-23.382,-4.36,12.735,26.456,-1.691,-9.998,-18.1,29.215,1.481,0.693,28.585,-2.139,21.885,-4.783,-8.028,5.093,-14.949,-1.071,-10.016,-16.775,-26.415,17.112,-6.427,14.477,-12.992,11.818,22.75,19.757,-7.189,18.329,26.248,-14.483,-10.473,26.607,-24.069,-5.186,16.199,-13.404,-16.873,15.374,-20.044,11.56,-23.192,29.919,-26.669,-1.468,24.828,-26.398,-8.708,25.656,26.713,2.194,-22.212,20.849,-8.25,10.805,2.973,-26.861,22.595,-16.908,12.006,5.84,-12.426,11.9
BCP,C60,Cs0.05MA0.12FA0.83Pb(I0.85Br0.15)3,one-step,spin2-3,toluene,DMF+DMSO,TPT-C6,0,2021,18.12,0.05,0.12,0.83,0,1,0,0.85,0.15,0,-6.526,1.164,-1.459,-26.413,16.202,-11.053,-5.426,-5.749,28.584,12.037,20.107,13.509,-5.255,-1.943,-0.029,1.36,26.709,-9.932,3.199,11.961,12.26,-12.032,-13.903,-17.676,18.783,-17.7,4.294,-22.896,-0.138,-18.562,-6.996,-2.523,-16.284,-25.965,18.194,-20.659,20.236,6.637,-25.516,-10.804,0.803,24.553,24.691,-26.057,-9.298,12.757,-18.104,2.154,18.138,7.765,-13.4,-26.998,-15.71,29.305,5.748,10.827,29.361,11.772,-8.648,-21.633,-1.41,-28.925,-24.985,-1.637,-25.507,-5.588,2.641,27.96,-0.385,24.878,26.142,7.983,-23.134,24.062,7.232,23.817,-13.652,-25.924,29.403,9.381,-1.443,26.911,-0.5,-27.891,28.163,-11.693,-14.275,-24.111,-13.507,13.724,-23.453,25.488,23.914,24.826,1.551,0.445,-5.759,-28.413,-15.86,-16.657,5.951,3.406,-3.538,-12.457,-27.496,23.66,22.384,1.986,23.442,-12.005,-1.563,-24.876,-17.697,-18.435,-26.14,2.267,-23.706,28.771,14.324,10.603,-12.801,29.965,16.108,18.187,13.164,14.637,-15.36,-15.844,17.005,-24.804,-27.065,-4.483,7.414,-18.006,1.531,13.63,-15.108,-10.354,23.619,-1.662,-2.17,29.387,8.338,-2.131,15.174,-23.228,20.422,-21.927,27.703,17.638,20.153,-15.476,-27.423,-19.078,18.555,22.762,25.27,20.844,-15.61,2.332,-16.688,-24.458,-13.151,-17.608,14.828,21.401,-28.515,7.082,-27.997,-22.39,-20.581,-20.373,3.234,9.463,-2.634,-6.084,14.657,-23.791,13.93,8.158,-0.45,-29.251,-4.904,8.074,25.74,1.561,12.732,1.646,17.957,1.242,-22.431,-11.54,-12.502,27.248,-1.545,-13.996,-3.311,-28.058,23.89,-8,14.54
SnO2,0,MA0.1587FA0.7936Cs0.04761Pb(I0.8361Br0.1639)3,one-step,spin2-3,diethylether,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2021,18.13,0.05,0.15,0.8,0,1,0,0.8361,0.1639,0,26.788,-28.863,-21.633,-19.228,24.673,-8.913,8.513,9.088,-8.938,-14.842,3.715,15.621,25.615,-1.968,-1.272,12.878,-4.118,-4.301,-6.679,-12.35,24.928,21.678,-2.902,-17.278,-15.604,9.124,-17.887,22.257,-3.94,-11.163,-6.977,-28.027,-23.155,-8.924,14.569,-24.606,21.336,11.129,-24.685,-29.583,5.209,-14.645,-1.095,0.916,-10.816,8.389,24.544,27.448,-17.019,-0.725,1.797,10.429,-21.093,7.917,-23.938,-14.038,12.562,6.087,-10.951,-11.175,6.517,-10.804,-28.241,1.01,-25.662,11.879,16.878,-13.577,20.293,6.776,20.001,29.309,-27.94,21.786,5.979,-10.642,-21.972,-16.555,-6.42,-6.217,-7.457,-15.304,0.394,12.602,22.938,-21.324,-24.438,-0.898,-8.908,12.287,-20.304,7.735,-19.655,-20.189,-14.797,18.073,29.754,-2.812,17.41,16.083,-5.68,15.294,13.606,17.728,-28.505,15.319,-13.374,21.3,12.524,16.826,-15.518,3.708,-1.623,-18.298,-22.182,-6.359,6.179,15.391,-27.141,-16.376,-17.677,0.278,-21.043,-7.219,25.883,22.555,-20.335,-14.889,20.452,14.747,22.011,20.518,28.282,-9.401,-3.332,4.656,7.071,-21.573,25.862,4.979,-29.568,-24.421,24.95,4.153,17.956,26.398,13.225,22.738,20.44,2.911,-12.528,-25.4,-0.132,15.115,4.74,10.13,15.208,19.778,25.658,20.457,6.333,-22.168,-23.344,-24.076,-7.054,1.459,-25.806,-18.771,4.15,-23.283,3.541,18.016,-5.008,6.572,-6.684,-23.028,6.902,-22.875,-20.599,-8.592,-12.176,22.378,26.255,21.06,-28.753,-5.626,18.996,7.953,3.99,3.582,-7.459,27.607,-25.456,9.921,-13.642,26.865,-2.101,-17.884,-15.951,9.536,14.54
BCP,C60,Rb0.05Cs0.1FA0.85PbI2.7Br0.3,one-step,spin2-3,chlorobenzene,DMF+DMSO,PTAA,0,2021,18.14,0.1,0,0.85,0.05,1,0,0.9,0.1,0,2.004,-22.297,9.175,9.913,17.63,-8.301,28.396,-18.97,6.943,17.664,23.693,-9.101,8.515,15.893,9.508,21.468,28.419,-8.157,-13.912,-8.189,18.742,2.381,15.095,0.306,-3.813,-17.637,-29.262,26.678,-9.928,-28.617,-6.977,17.714,-7.496,-28.754,17.938,-20.168,-23.308,4.393,15.528,27.883,-1.103,8.053,-21.547,19.016,-23.554,27.066,-25.702,-8.312,-4.717,-26.297,-8.931,19.925,29.952,5.25,7.513,17.964,8.858,-0.771,14.327,-3.013,9.598,-18.617,9.365,11.064,23.46,3.795,-11.363,27.793,4.028,-10.1,-27.628,20.686,-22.779,-24.634,-24.832,-24.179,5.584,13.459,-6.624,8.035,6.777,-1.286,5.4,-13.283,2.775,24.692,29.659,-26.002,-1.508,3.241,12.301,-8.168,-1.089,20.292,-3.949,-4.938,-1.166,-29.249,16.806,-26.488,23.834,-0.172,-0.549,12.68,3.53,16.098,15.972,-18.919,-14.483,9.363,-19.228,18.634,17.847,-18.261,-20.263,0.897,14.371,24.156,6.672,18.063,1.412,21.992,-19.119,26.531,-4.279,-1.774,26.402,-18.637,-10.234,13.44,6.066,-8.101,-26.59,-0.514,4.665,-0.096,15.734,-4.126,25.83,19.975,3.833,-21.676,-28.541,-24.019,-26.143,-9.17,-2.025,7.825,23.023,21.304,-27.842,-0.41,-10.561,-28.09,-27.673,11.849,2.558,26.816,6.481,-16.656,13.236,-17.702,-19.604,0.567,27.018,5.817,-13.012,9.481,23.849,28.474,-22.399,-12.977,-20.967,-20.908,10.337,-20.656,-13.458,-4.308,24.12,21.276,5.719,-2.796,-6.424,-8.783,-9.486,-0.203,-21.332,-19.803,19.715,-26.446,-3.788,-6.673,18.14,-27.5,19.56,-28.173,-25.912,28.268,-28.542,-2.637,10.04
Cu-TiO2,0,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,2021,18.15,0,1,0,0,1,0,1,0,0,23.004,-8.946,-23.556,18.729,-24.798,6.163,28.568,-5.903,9.745,22.703,22.579,7.781,-6.527,22.029,-5.728,-7.668,6.039,-9.26,-0.727,21.19,10.556,-13.756,22.684,-17.849,-13.695,-22.839,18.577,21.423,29.976,19.53,-6.966,-11.115,25.502,-3.204,1.792,10.613,-7.151,-1.122,7.037,16.645,-6.2,-25.276,24.463,24.479,15.479,14.382,-14.693,-15.825,-17.578,5.509,5.705,-8.788,-5.575,-12.766,4.982,-0.638,8.591,-4.55,-25.706,6.119,13.599,-1.309,5.798,5.09,29.96,-17.494,-23.518,13.888,-24.778,-29.731,14.437,-21.622,-3.245,13.832,-21.92,-9.304,20.672,-5.41,20.097,0.236,23.728,-25.655,22.974,-28.98,-5.452,-10.258,-24.158,-9.804,-0.674,-6.371,27.563,-3.75,-28.178,3.594,-12.043,26.849,-26.771,-18.189,17.624,-8.905,7.139,-17.411,-6.596,-3.536,-14.904,-8.241,21.004,-9.082,-19.536,18.394,5.416,-8.566,-21.573,-18.073,24.022,-25.614,6.665,11.629,-5.835,7.729,-24.47,0.073,-25.573,-10.638,-17.264,20.644,-2.101,7.384,-0.18,17.708,19.938,20.098,-6.415,-5.779,13.984,-9.948,-23.321,-13.414,-21.01,-7.99,-21.624,12.521,-0.237,-17.281,6.349,11.314,20.391,-8.957,23.191,-22.775,-13.762,0.77,-2.029,-7.924,-9.268,-12.612,-26.881,-13.137,18.39,26.816,4.127,25.881,26.277,15.836,-15.208,7.159,19.666,-0.229,8.713,-22.552,-6.263,13.53,23.242,-25.09,3.971,16.543,-19.957,-24.748,-1.591,24.432,10.907,-26.485,-0.886,-26.96,14.791,24.641,-22.567,-0.347,19.472,-1.557,-17.666,19.552,-1.224,-26.363,27.48,22.314,17.094,17.235,-12.576,-2.266,7.4
c-TiO2,m-TiO2,FA0.9MA0.1PbI3,two-step,spin-spin,chlorobenzene,DMF+DMSO+IPA,CZ-Py,0,2021,18.2,0,0.1,0.9,0,1,0,1,0,0,10.709,-3.49,-23.293,-17.662,8.974,-17.666,4.812,-17.3,21.395,22.973,-20.5,-21.49,-17.328,25.827,-26.681,23.845,16.183,-14.595,10.475,15.539,-24.167,10.195,-16.115,-16.467,20.881,12.105,-16.904,7.781,1.85,-21.399,-6.872,9.126,13.918,-27.83,23.921,14.45,-1.93,20.538,4.929,1.611,-10.384,-3.114,-6.486,21.845,-17.454,7.981,8.095,-6.96,-28.055,-0.585,13.486,-26.125,-15.877,-7.861,22.358,25.09,3.148,-19.767,-22.927,-13.572,25.885,11.485,-9.137,12.48,-6.054,28.32,-17.073,-15.738,8.671,27.814,2.847,2.287,-8.805,-28.242,-2.083,-24.917,-10.99,-6.846,-6.479,-23.931,22.963,-13.787,-13.089,-12.722,-0.299,26.414,-19.337,-28.658,-25.157,-6.964,-23.289,4.106,10.287,-18.259,14.991,-23.213,-3.332,-10.984,22.873,3.001,-16.647,-28.963,18.155,21.835,-8.094,-22.808,20.956,21.587,1.249,12.198,-29.236,23.761,18.54,-17.831,-12.176,-18.43,-14.578,-10.61,2.428,3.172,17.29,28.79,-17.162,22.745,-14.442,20.035,26.975,-18.503,11.502,26.389,-27.571,-0.025,-6.968,-10.94,-3.88,20.217,28.907,-3.182,20.618,26.164,-26.047,-24.25,12.807,-7.626,-29.393,14.401,-18.335,-6.677,3.167,-20.714,-28.114,21.365,23.96,12.257,-2.618,-9.413,-0.631,-9.837,-29.664,26.583,1.326,20.077,-6.26,6.431,-21.755,21.079,-28.336,-5.329,-13.307,2.058,-22.446,-0.68,4.642,22.406,4.089,9.804,15.917,14.882,9.736,26.27,26.814,-23.701,-19.207,14.299,-14.488,-2.777,10.132,13.182,4.533,26.8,-19.019,-19.958,-26.356,-7.292,24.071,-12.187,19.599,14.39,-21.201,25.515,10.2
SnO2,0,Cs0.05(FA0.83MA0.17)0.95PbI0.83Br0.17,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP+FK209,2021,18.24,0.05,0.1615,0.7885,0,1,0,0.83,0.17,0,-21.897,-10.827,-16.75,-0.911,26.351,-19.527,12.987,-11.748,-28.691,-6.258,14.516,5.771,-20.535,28.217,-10.484,-16.689,8.225,20.135,-25.733,6.932,-26.548,-15.657,-24.418,12.06,8.207,-3.803,-1.735,9.54,-19.539,23.22,-6.854,-28.757,27.89,-10.198,20.431,15.216,-10.979,24.576,-12.987,16.795,2.45,-29.414,12.032,22.498,15.145,-14.467,-28.097,10.535,3.831,1.681,12.064,1.377,-29.318,5.67,-14.154,1.305,23.953,2.301,23.355,-25.141,21.752,9.098,-9.84,8.921,23.987,-16.338,9.622,21.543,-26.073,-20.237,-22.625,-23.839,-6.794,8.765,-2.07,-13.445,28.139,29.727,2.477,-12.612,15.583,17.07,-12.051,-17.396,-22.653,9.959,14.285,-23.663,3.902,26.174,17.479,-6.085,-7.047,14.729,-26.463,11.655,3.249,-9.047,29.661,24.943,1.786,16.149,-0.626,-10.553,12.154,25.489,16.401,-29.772,-21.599,-12.427,24.838,29.772,-2.915,-17.66,16.657,19.238,14.087,29.146,23.103,3.688,-27.012,-11.131,4.379,-24.106,3.854,1.734,-0.417,2.31,-21.291,-1.524,-12.54,-1.088,-29.758,18.249,15.654,-7.878,27.272,12.945,16.092,2.471,-14.22,-25.056,-0.518,24.985,-5.625,2.289,-20.514,9.236,26.649,-9.874,-2.024,1.359,-5.215,-22.955,17.365,-0.815,-5.024,-11.427,20.047,25.153,-19.981,-3.644,6.549,-7.227,9.159,-4.768,-1.782,-21.834,-12.888,14.191,-5.719,-8.976,7.795,4.484,21.599,-16.346,-21.745,4.505,16.73,-0.936,2.562,21.392,22.568,7.254,-7.749,17.877,-10.398,-15.966,-9.421,-14.584,-22.755,-27.351,17,23.824,5.3,25.546,-6.405,29.314,-19.715,-23.528,14.54
c-TiO2,mp-TiO2,Cs0.05(FA0.95MA0.05)0.95Pb(I0.95Br0.05)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD/MoO3,Li+TBP,2021,18.29,0.05,0.0475,0.9025,0,1,0,0.95,0.05,0,-26.948,-20.884,-14.992,-19.318,-27.89,-21.618,-15.583,-25.625,13.827,17.303,-9.037,-26.524,8.537,14.566,12.029,-2.613,2.525,11.582,5.285,-15.925,-9.128,-28.49,-17.312,27.778,-3.863,-28.291,4.493,-21.253,26.613,-20.078,-6.815,12.06,20.255,17.057,1.302,24.395,-6.467,-17.95,-11.526,-1.455,-0.907,-21.072,-8.16,-9.6,3.934,9.123,-17.003,25.624,7.466,22.99,12.18,13.987,15.639,8.893,-19.427,-23.628,-27.109,-4.771,-19.615,-5.341,3.037,6.841,-6.908,-24.735,-12.083,6.399,-6.896,-21.531,-28.53,17.643,-9.137,9.719,-24.931,-12.921,-2.751,29.354,-14.175,7.73,-18.53,22.926,11.684,-14.327,5.724,6.229,2.204,-0.856,13.685,23.798,-7.885,-1.353,0.043,-20.466,-1.937,12.864,-14.618,24.225,-22.65,11.414,18.284,-14.901,-24.081,21.637,5.769,11.526,20.973,-8.865,-0.8,-8.476,-24.954,20.138,-1.798,16.367,-28.541,-17.47,25.336,1.641,10.823,25.943,25.116,0.13,18.912,2.251,-29.151,13.01,-14.761,23.412,24.317,-6.246,-10.594,9.092,-5.693,-12.757,6.242,23.376,-17.766,9.32,-19.425,22.753,11.057,7.896,-2.535,-29.058,3.992,10.829,-4.339,11.998,9.479,18.879,11.06,-1.455,-25.997,3.189,-1.921,-29.586,-15.241,-1.552,15.927,-15.578,26.073,14.79,24.352,29.327,19.591,27.893,-27.464,4.211,22.654,7.214,10.892,-8.374,-4.408,25.34,-18.554,16.922,-22.83,6.966,-10.141,-27.708,-23.419,-17.662,-13.806,2.046,-19.048,2.655,-25.528,-0.376,-17.6,7.607,6.952,28.104,-22.555,-15.477,-24.504,-1.707,-8.622,-22.49,9.135,17.788,23.88,-1.161,14.54
c-TiO2,mp-TiO2,Cs0.05(MA0.17FA0.83)0.95Pb(I0.83Br0.17)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2021,18.41,0.05,0.1615,0.7885,0,1,0,0.83,0.17,0,-29.085,-24.155,-29.316,-1.413,-17.5,11.108,-7.732,-17.162,-26.613,-9.521,6.395,-2.257,-21.198,-3.825,-28.782,-12.002,25.655,-21.209,-14.89,-1.782,-12.693,-11.533,21.805,-13.631,-22.518,28.285,-10.725,10.955,13.98,-12.135,-6.713,10.962,13.063,29.554,-20.439,2.673,-5.097,26.613,14.041,15.596,19.012,16.292,7.183,-18.174,23.661,-12.178,11.609,2.318,-4.633,5.526,22.243,-20.32,-11.136,8.083,-27.371,-0.431,28.675,-16.793,-19.38,-22.326,19.041,23.326,23.325,-6.91,-8.775,18.923,-10.472,14.293,-24.628,-14.588,25.14,11.012,-12.183,5.879,17.595,-11.107,-7.185,-26.562,3.45,20.636,12.722,-15.508,-19.25,-16.517,-7.894,-21.98,-21.548,-25.176,-3.117,8.67,27.959,-24.618,28.469,24.702,-5.569,17.889,13.339,6.851,22.142,-22.89,-5.27,-8.197,-27.608,-6.515,9.494,27.588,28.828,-2.132,5.136,20.275,-7.203,-8.427,28.633,-17.466,-4.028,13.66,21.24,11.358,-23.864,7.344,29.901,1.013,-16.781,-3.324,2.287,-20.755,18.993,-20.01,4.988,28.08,6.787,-17.857,0.918,-11.963,11.421,27.716,26.908,-12.516,17.713,-17.847,23.52,7.436,4.318,-23.863,4.676,-10.1,5.377,-24.223,-4.017,8.738,-19.239,13.336,-2.438,-6.705,-6.93,14.624,19.197,3.011,-15.356,-29.645,1.496,-18.611,28.227,6.793,-20.238,23.414,14.777,-25.159,0.662,18.721,-16.487,-28.099,22.74,7.887,-22.886,-16.509,-24.486,24.393,18.309,-25.291,-21.17,21.171,6.267,-27.204,14.425,22.695,26.691,-6.332,-9.255,8.193,-7.632,-26.319,-16.199,-9.798,-18.245,-17.097,-18.03,-24.834,14.241,-3.252,14.54
